sku,attribute_set,type,bundle_options,bundle_skus,categories,name,price
E020-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E020-1:1:0:0:1:0:0;component1:E020-2:1:0:1:1:0:0,Default Category,E020name,99999
E024-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E024-1:1:0:0:1:0:0;component1:E024-2:1:0:1:1:0:0,Default Category,E024name,99999
E026-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E026-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E026name,99999
E027-vin,Proteases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:E027-1:1:0:0:1:0:0;component1:E027-2:1:0:1:1:0:0;component2:E027-3:1:0:2:1:0:0,Default Category,E027name,99999
E028-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E028-1:1:0:0:1:0:0;component1:E028-2:1:0:1:1:0:0,Default Category,E028name,99999
E031-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E031-1:1:0:0:1:0:0;component1:E031-2:1:0:1:1:0:0,Default Category,E031name,99999
E038-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E038-1:1:0:0:1:0:0;component1:E038-2:1:0:1:1:0:0,Default Category,E038name,99999
E039-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E039-1:1:0:0:1:0:0;component1:E039-2:1:0:1:1:0:0,Default Category,E039name,99999
E040-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E040-1:1:0:0:1:0:0;component1:E040-2:1:0:1:1:0:0,Default Category,E040name,99999
E041-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E041-1:1:0:0:1:0:0;component1:E041-2:1:0:1:1:0:0,Default Category,E041name,99999
E042-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E042-1:1:0:0:1:0:0;component1:E042-2:1:0:1:1:0:0,Default Category,E042name,99999
E048-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E048-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E048name,99999
E049-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E049-1:1:0:0:1:0:0;component1:E049-2:1:0:1:1:0:0,Default Category,E049name,99999
E050-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E050-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E050name,99999
E051-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E051-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E051name,99999
E052-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E052-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E052name,99999
E053-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E053-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E053name,99999
E054-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E054-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E054name,99999
E055-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E055-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E055name,99999
E056-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E056-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E056name,99999
E057-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E057-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E057name,99999
E058-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E058-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E058name,99999
E059-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E059-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E059name,99999
E060-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E060-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E060name,99999
E061-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E061-1:1:0:0:1:0:0;component1:E203-1:1:0:1:1:0:0,Default Category,E061name,99999
E062-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E062-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E062name,99999
E063-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E063-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E063name,99999
E064-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E064-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E064name,99999
E065-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E065-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E065name,99999
E070-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E070-1:1:0:0:1:0:0;component1:E204-1:1:0:1:1:0:0,Default Category,E070name,99999
E071-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E071-1:1:0:0:1:0:0;component1:E202-1:1:0:1:1:0:0,Default Category,E071name,99999
E080-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E080-1:1:0:0:1:0:0;component1:E080-2:1:0:1:1:0:0,Default Category,E080name,99999
E081-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8;component9:cname:checkbox:1:9,component0:E081-1:1:0:0:1:0:0;component1:E081-2:1:0:1:1:0:0;component2:E081-3:1:0:2:1:0:0;component3:E081-4:1:0:3:1:0:0;component4:E081-5:1:0:4:1:0:0;component5:E081-6:1:0:5:1:0:0;component6:E081-7:1:0:6:1:0:0;component7:E081-8:1:0:7:1:0:0;component8:E081-9:1:0:8:1:0:0;component9:RT-0:1:0:9:1:0:0,Default Category,E081name,99999
E086-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4,component0:E086-1:1:0:0:1:0:0;component1:E086-2:1:0:1:1:0:0;component2:E086-3:1:0:2:1:0:0;component3:E086-4:1:0:3:1:0:0;component4:E086-5:1:0:4:1:0:0,Default Category,E086name,99999
E087-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4,component0:E087-1:1:0:0:1:0:0;component1:E087-2:1:0:1:1:0:0;component2:E087-3:1:0:2:1:0:0;component3:E087-4:1:0:3:1:0:0;component4:E087-5:1:0:4:1:0:0,Default Category,E087name,99999
E088-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5,component0:E088-1:1:0:0:1:0:0;component1:E088-2:1:0:1:1:0:0;component2:G464-1:1:0:2:1:0:0;component3:E086-4:1:0:3:1:0:0;component4:E086-5:1:0:4:1:0:0;component5:E086-1:1:0:5:1:0:0,Default Category,E088name,99999
E089-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E089-1:1:0:0:1:0:0;component1:E089-2:1:0:1:1:0:0,Default Category,E089name,99999
E090-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:E090-1:1:0:0:1:0:0;component1:E090-2:1:0:1:1:0:0,Default Category,E090name,99999
E201-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0,component0:E201-1:1:0:0:1:0:0,Default Category,E201name,99999
E202-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0,component0:E202-1:1:0:0:1:0:0,Default Category,E202name,99999
E203-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0,component0:E203-1:1:0:0:1:0:0,Default Category,E203name,99999
E204-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0,component0:E204-1:1:0:0:1:0:0,Default Category,E204name,99999
G008-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G008-01:1:0:0:1:0:0;component1:Part01-10ml:1:0:1:1:0:0;component2:Part02-BB:1:0:2:1:0:0,Default Category,Taq DNA Polymerase (PCR),165.00
G008-500-vin,Default,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G008-500-1:1:0:0:1:0:0;component1:Part01:1:0:1:1:0:0;component2:Part02-BB:1:0:2:1:0:0,Default Category,G008-500name,99999
G009-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G009-1:1:0:0:1:0:0;component1:Part01:1:0:1:1:0:0;component2:Part02-BB:1:0:2:1:0:0,Default Category,Taq DNA Polymerase (PCR),40.00
G010-vin,dntps_ntps,bundle,-*;component0:cname:checkbox:1:0,component0:G010-1:1:0:0:1:0:0,Default Category,dNTP Mix,25.00
G011-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G011-1:1:0:0:1:0:0;component1:Part01:1:0:1:1:0:0;component2:Part02:1:0:2:1:0:0,Default Category,HotStart DNA Polymerase (PCR),35.00
G012-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G012-1:1:0:0:1:0:0;component1:Part01:1:0:1:1:0:0;component2:Part02:1:0:2:1:0:0,Default Category,Taq Plus DNA Polymerase (PCR),25.00
G013-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G013-1:1:0:0:1:0:0,Default Category,2X PCR Taq MasterMix,40.00
G013-Dye-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G013-Dye-1:1:0:0:1:0:0,Default Category,2X PCR Taq MasterMix with dye,40.00
G014-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G014-1:1:0:0:1:0:0,Default Category,2X PCR Taq Plus MasterMix,60.00
G014-Dye-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G014-Dye-1:1:0:0:1:0:0,Default Category,2X PCR Taq Plus MasterMix with dye,60.00
G018-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G018-1000:1:0:0:1:0:0,Default Category,G018-1mgname,99999
G019-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G019-1000:1:0:0:1:0:0,Default Category,G019-1mgname,99999
G020-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G020-1000:1:0:0:1:0:0,Default Category,G020-1mgname,99999
G021-vin,Antibiotics,bundle,-*;component0:cname:checkbox:1:0,component0:G021-1:1:0:0:1:0:0,Default Category,G021name,99999
G022-vin,Antibiotics,bundle,-*;component0:cname:checkbox:1:0,component0:G022-1:1:0:0:1:0:0,Default Category,G022name,99999
G023-vin,Antibiotics,bundle,-*;component0:cname:checkbox:1:0,component0:G023-1:1:0:0:1:0:0,Default Category,G023name,99999
G025-vin,Western Blotting Reagents,bundle,-*;component0:cname:checkbox:1:0,component0:G025-1:1:0:0:1:0:0,Default Category,G025name,99999
G028-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G028-1:1:0:0:1:0:0;component1:G028-Buffer:1:0:1:1:0:0,Default Category,G028name,99999
G030-vin,Chemicals for Molecular Biology,bundle,-*;component0:cname:checkbox:1:0,component0:G030-1:1:0:0:1:0:0,Default Category,G030name,99999
G031-vin,Western Blotting Reagents,bundle,-*;component0:cname:checkbox:1:0,component0:G031-1:1:0:0:1:0:0,Default Category,G031name,99999
G032-vin,Western Blotting Reagents,bundle,-*;component0:cname:checkbox:1:0,component0:G032-1:1:0:0:1:0:0,Default Category,G032name,99999
G034-vin,Western Blotting Reagents,bundle,-*;component0:cname:checkbox:1:0,component0:G034-1:1:0:0:1:0:0,Default Category,G034name,99999
G036-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G036-1000:1:0:0:1:0:0,Default Category,G036-1mgname,99999
G039-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G039-1:1:0:0:1:0:0;component1:Part01:1:0:1:1:0:0;component2:Part02:1:0:2:1:0:0,Default Category,HotStart DNA Polymerase (PCR),115.00
G039-MBP-vin,Default,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G039-MBP-1:1:0:0:1:0:0;component1:Part01:1:0:1:1:0:0;component2:Part02:1:0:2:1:0:0,Default Category,G039-MBPname,99999
G040-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G040-1:1:0:0:1:0:0;component1:Part01:1:0:1:1:0:0;component2:Part02:1:0:2:1:0:0,Default Category,Taq Plus DNA Polymerase (PCR),60.00
G041-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G041-1000:1:0:0:1:0:0,Default Category,G041-1mgname,99999
G043-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G043-1000:1:0:0:1:0:0,Default Category,G043-1mgname,99999
G050-vin,dntps_ntps,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,component0:G050-A:1:0:0:1:0:0;component1:G050-C:1:0:1:1:0:0;component2:G050-G:1:0:2:1:0:0;component3:G050-T:1:0:3:1:0:0,Default Category,dNTP Set,65.00
G065-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8;component9:cname:checkbox:1:9;component10:cname:checkbox:1:10;component11:cname:checkbox:1:11,component0:G065-1-125ul:1:0:0:1:0:0;component1:G065-2-125ul:1:0:1:1:0:0;component2:G065-3-125ul:1:0:2:1:0:0;component3:G065-4-125ul:1:0:3:1:0:0;component4:G065-5-125ul:1:0:4:1:0:0;component5:G065-6-125ul:1:0:5:1:0:0;component6:G065-7-125ul:1:0:6:1:0:0;component7:G065-8-125ul:1:0:7:1:0:0;component8:G065-9-125ul:1:0:8:1:0:0;component9:G065-10-125ul:1:0:9:1:0:0;component10:G065-11-125ul:1:0:10:1:0:0;component11:G065-12-125ul:1:0:11:1:0:0,Default Category,PCR-Sure&trade; Kit,85.00
G065-1-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-1-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 1,125.00
G065-10-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-10-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 10,125.00
G065-11-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-11-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 11,125.00
G065-12-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-12-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 12,125.00
G065-2-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-2-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 2,125.00
G065-3-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-3-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 3,125.00
G065-4-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-4-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 4,125.00
G065-5-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-5-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 5,125.00
G065-6-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-6-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 6,125.00
G065-7-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-7-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 7,125.00
G065-8-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-8-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 8,125.00
G065-9-vin,PCR Optimization,bundle,-*;component0:cname:checkbox:1:0,component0:G065-9-1ml:1:0:0:1:0:0,Default Category,Individual Reaction Mix 9,125.00
G075-vin,Default,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G075-A:1:0:0:1:0:0;component1:G075-B:1:0:1:1:0:0,Default Category,G075name,99999
G077-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G077-1000:1:0:0:1:0:0,Default Category,G077-1mgname,99999
G078-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,component0:G078-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0;component3:Part04:1:0:3:1:0:0,Default Category,Precision&trade; DNA Polymerase (PCR),65.00
G093-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G093-1000:1:0:0:1:0:0,Default Category,G093-1mgname,99999
G094-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G094-1000:1:0:0:1:0:0,Default Category,G094-1mgname,99999
G096-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G096-1000:1:0:0:1:0:0,Default Category,G096-1mgname,99999
G098-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G098-1000:1:0:0:1:0:0,Default Category,G098-1mgname,99999
G099-vin,Transfection Reagents,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G099-1:1:0:0:1:0:0;component1:G099-2:1:0:1:1:0:0;component2:G099-3:1:0:2:1:0:0,Default Category,G099name,99999
G124-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G464-1:1:0:0:1:0:0,Default Category,2X PCR Precision&trade; MasterMix,120.00
G124-Dye-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G464-Dye-1:1:0:0:1:0:0,Default Category,2X PCR Precision&trade; MasterMix with dye,120.00
G126-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G008-01:1:0:0:1:0:0;component1:Part01-10ml:1:0:1:1:0:0;component2:Part02-BB:1:0:2:1:0:0,Default Category,Taq DNA Polymerase (PCR),275.00
G148-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G148-1000:1:0:0:1:0:0,Default Category,G148-1mgname,99999
G163-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G163-1000:1:0:0:1:0:0,Default Category,G163-1mgname,99999
G164-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G164-1000:1:0:0:1:0:0,Default Category,G164-1mgname,99999
G174-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G457-1:1:0:0:1:0:0;component1:RT-1B:1:0:1:1:0:0;component2:RT-10:1:0:2:1:0:0,Default Category,One-Step RT-PCR Kit,195.00
G174-Dye-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G457-1:1:0:0:1:0:0;component1:RT-1B:1:0:1:1:0:0;component2:RT-11:1:0:2:1:0:0,Default Category,One-Step RT-PCR Kit with dye,195.00
G177-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:RT-2A:1:0:0:1:0:0;component1:RT-7A:1:0:1:1:0:0,Default Category,OneScript&reg; Plus Reverse Transcriptase (PCR),35.00
G189-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G189-1000:1:0:0:1:0:0,Default Category,G189-1mgname,99999
G191-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G191-1000:1:0:0:1:0:0,Default Category,G191-1mgname,99999
G231-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:RT-1A:1:0:0:1:0:0;component1:RT-7A:1:0:1:1:0:0,Default Category,OneScript&reg; Reverse Transcriptase (PCR),20.00
G232-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:RT-1B:1:0:0:1:0:0;component1:RT-7B:1:0:1:1:0:0,Default Category,OneScript&reg; Reverse Transcriptase (PCR),70.00
G232-Buffer-vin,Default,bundle,-*;component0:cname:checkbox:1:0,component0:RT-7B:1:0:0:1:0:0,Default Category,G232-Buffername,99999
G233-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,component0:RT-1A:1:0:0:1:0:0;component1:RT-3A:1:0:1:1:0:0;component2:RT-4A:1:0:2:1:0:0;component3:RT-5A:1:0:3:1:0:0;component4:RT-6A:1:0:4:1:0:0;component5:RT-7A:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0,Default Category,OneScript&reg; cDNA Synthesis Kit,50.00
